ID,outDate,inDate,type
2670,31/08/2017,07/09/2017,Beer
2672,30/08/2017,06/09/2017,Beer
2675,25/08/2017,01/09/2017,Orange
2676,28/08/2017,04/09/2017,Beer
2677,26/08/2017,02/09/2017,Beer
2680,26/08/2017,03/09/2017,Beer
2682,25/08/2017,01/09/2017,Orange
2687,27/08/2017,03/09/2017,Beer
2688,30/08/2017,06/09/2017,Beer
2693,31/08/2017,06/09/2017,Beer
2694,27/08/2017,03/09/2017,Beer
2698,27/08/2017,01/09/2017,Beer
2701,31/08/2017,07/09/2017,Beer
2723,26/08/2017,02/09/2017,Orange
2732,26/08/2017,02/09/2017,Beer
2746,27/08/2017,03/09/2017,Orange
2748,26/08/2017,02/09/2017,Beer
2749,25/08/2017,01/09/2017,Beer
2753,27/08/2017,02/09/2017,Orange
2757,26/08/2017,02/09/2017,Beer
2760,01/09/2017,07/09/2017,Beer
2762,25/08/2017,01/09/2017,Beer
2765,29/08/2017,05/09/2017,Beer
2767,26/08/2017,02/09/2017,Orange
2769,26/08/2017,02/09/2017,Beer
2770,30/08/2017,06/09/2017,Orange
2773,26/08/2017,02/09/2017,Orange
2775,26/08/2017,02/09/2017,Beer
2777,30/08/2017,06/09/2017,Beer
2779,25/08/2017,01/09/2017,Beer
2781,25/08/2017,01/09/2017,Beer
2782,26/08/2017,02/09/2017,Orange
2784,26/08/2017,02/09/2017,Beer
2785,27/08/2017,03/09/2017,Beer
2792,25/08/2017,02/09/2017,Beer
2795,28/08/2017,04/09/2017,Beer
2796,28/08/2017,04/09/2017,Beer
2799,25/08/2017,01/09/2017,Beer
2803,25/08/2017,01/09/2017,Orange
2804,26/08/2017,02/09/2017,Beer
2805,25/08/2017,01/09/2017,Orange
2806,26/08/2017,02/09/2017,Beer
2809,27/08/2017,03/09/2017,Beer
2811,26/08/2017,02/09/2017,Orange
2814,28/08/2017,04/09/2017,Beer
2815,27/08/2017,03/09/2017,Beer
2817,26/08/2017,02/09/2017,Beer
2818,26/08/2017,02/09/2017,Beer
2820,28/08/2017,04/09/2017,Beer
2823,29/08/2017,05/09/2017,Beer
2825,25/08/2017,01/09/2017,Orange
2827,27/08/2017,03/09/2017,Beer
2828,27/08/2017,03/09/2017,Orange
2829,27/08/2017,03/09/2017,Orange
2830,27/08/2017,03/09/2017,Beer
2831,26/08/2017,02/09/2017,Beer
2834,27/08/2017,03/09/2017,Beer
2835,26/08/2017,02/09/2017,Beer
2838,25/08/2017,02/09/2017,Orange
2844,25/08/2017,01/09/2017,Beer
2846,25/08/2017,01/09/2017,Beer
2848,26/08/2017,02/09/2017,Orange
2853,25/08/2017,01/09/2017,Beer
2854,27/08/2017,03/09/2017,Beer
2856,27/08/2017,03/09/2017,Beer
2858,28/08/2017,04/09/2017,Beer
2859,25/08/2017,01/09/2017,Orange
2860,30/08/2017,06/09/2017,Beer
2865,28/08/2017,05/09/2017,Beer
2867,26/08/2017,04/09/2017,Beer
2869,26/08/2017,01/09/2017,Beer
2871,01/09/2017,08/09/2017,Orange
2872,26/08/2017,02/09/2017,Beer
2873,26/08/2017,01/09/2017,Beer
2874,29/08/2017,05/09/2017,Orange
2881,29/08/2017,04/09/2017,Beer
2895,27/08/2017,03/09/2017,Orange
2896,26/08/2017,03/09/2017,Beer
2902,27/08/2017,03/09/2017,Orange
2903,,,
2905,27/08/2017,03/09/2017,Orange
2908,26/08/2017,05/09/2017,Beer
2909,31/08/2017,07/09/2017,Beer
2913,01/09/2017,08/09/2017,Beer
2914,27/08/2017,03/09/2017,Beer
2915,27/08/2017,03/09/2017,Beer
2916,01/09/2017,08/09/2017,Beer
2918,26/08/2017,02/09/2017,Beer
2919,27/08/2017,03/09/2017,Orange
2923,29/08/2017,04/09/2017,Beer
2926,26/08/2017,01/09/2017,Beer
2928,27/08/2017,03/09/2017,Orange
2931,29/08/2017,05/09/2017,Beer
2933,29/08/2017,04/09/2017,Orange
2936,26/08/2017,02/09/2017,Beer
2937,27/08/2017,03/09/2017,Beer
2939,28/08/2017,04/09/2017,Beer
2942,27/08/2017,03/09/2017,Beer
2949,01/09/2017,08/09/2017,Beer
2950,28/08/2017,04/09/2017,Beer
2951,28/08/2017,03/09/2017,Beer
2955,26/08/2017,02/09/2017,Beer
2957,27/08/2017,03/09/2017,Beer
2961,27/08/2017,03/09/2017,Beer
2962,30/08/2017,06/09/2017,Beer
2965,27/08/2017,03/09/2017,Beer
2966,27/08/2017,03/09/2017,Orange
2967,26/08/2017,02/09/2017,Beer
2971,29/08/2017,05/09/2017,Beer
2972,26/08/2017,02/09/2017,Orange
2976,26/08/2017,01/09/2017,Beer
2977,27/08/2017,02/09/2017,Orange
2978,28/08/2017,04/09/2017,Beer
2980,01/09/2017,07/09/2017,Beer
2987,28/08/2017,04/09/2017,Beer
2993,28/08/2017,04/09/2017,Beer
2998,01/09/2017,08/09/2017,Orange
3013,30/08/2017,08/09/2017,Orange
3014,01/09/2017,08/09/2017,Beer
3020,28/08/2017,04/09/2017,Beer
3024,25/08/2017,01/09/2017,Beer
3026,28/08/2017,03/09/2017,Beer
3035,30/08/2017,05/09/2017,Beer
3040,27/08/2017,08/09/2017,Beer
3051,27/08/2017,03/09/2017,Beer
3058,26/08/2017,02/09/2017,Beer
3070,26/08/2017,07/09/2017,Beer
3073,27/08/2017,03/09/2017,Beer
3076,30/08/2017,06/09/2017,Beer
3085,27/08/2017,03/09/2017,Orange
3089,28/08/2017,04/09/2017,Beer
3090,27/08/2017,03/09/2017,Beer
3095,26/08/2017,01/09/2017,Orange
3099,27/08/2017,02/09/2017,Orange
3101,25/08/2017,01/09/2017,Beer
3109,01/09/2017,08/09/2017,Orange
3115,28/08/2017,04/09/2017,Orange
3126,28/08/2017,04/09/2017,Beer
3128,26/08/2017,01/09/2017,Beer
3136,01/09/2017,08/09/2017,Beer
3145,01/09/2017,08/09/2017,Beer
3146,01/09/2017,08/09/2017,Orange
3156,27/08/2017,03/09/2017,Beer
3157,29/08/2017,05/09/2017,Orange
3159,28/08/2017,03/09/2017,Orange
3172,01/09/2017,08/09/2017,Orange
3174,26/08/2017,02/09/2017,Beer
3179,26/08/2017,02/09/2017,Beer
3181,01/09/2017,08/09/2017,Orange
3182,27/08/2017,03/09/2017,Beer
3184,25/08/2017,01/09/2017,Orange
3186,28/08/2017,04/09/2017,Beer
3188,29/08/2017,05/09/2017,Beer
3196,27/08/2017,03/09/2017,Beer
3200,01/09/2017,08/09/2017,Beer
3205,30/08/2017,06/09/2017,Orange
3206,27/08/2017,02/09/2017,Orange
3218,28/08/2017,04/09/2017,Orange
3224,25/08/2017,01/09/2017,Orange
3225,29/08/2017,04/09/2017,Beer
3228,25/08/2017,01/09/2017,Beer
3229,25/08/2017,02/09/2017,Beer
3236,27/08/2017,04/09/2017,Beer
3237,31/08/2017,06/09/2017,Beer
3241,27/08/2017,03/09/2017,Beer
3244,27/08/2017,03/09/2017,Orange
3245,27/08/2017,02/09/2017,Orange
3250,26/08/2017,02/09/2017,Orange
3253,28/08/2017,04/09/2017,Beer
3254,26/08/2017,08/09/2017,Orange
3256,30/08/2017,06/09/2017,Beer
3258,26/08/2017,02/09/2017,Beer
3259,28/08/2017,04/09/2017,Beer
3262,29/08/2017,04/09/2017,Orange
3267,31/08/2017,07/09/2017,Beer
3271,28/08/2017,04/09/2017,Beer
3280,30/08/2017,06/09/2017,Orange
3296,27/08/2017,03/09/2017,Beer
3298,30/08/2017,06/09/2017,Beer
3304,27/08/2017,03/09/2017,Orange
3307,26/08/2017,01/09/2017,Beer
3310,29/08/2017,06/09/2017,Orange
3314,28/08/2017,03/09/2017,Beer
3320,25/08/2017,08/09/2017,Orange
3322,25/08/2017,04/09/2017,Beer
3326,26/08/2017,03/09/2017,Beer
3333,27/08/2017,02/09/2017,Orange
3334,25/08/2017,01/09/2017,Beer
3336,25/08/2017,01/09/2017,Orange
3337,30/08/2017,08/09/2017,Orange
3343,01/09/2017,08/09/2017,Beer
3353,31/08/2017,07/09/2017,Beer
3359,27/08/2017,03/09/2017,Orange
3366,27/08/2017,02/09/2017,Orange
3371,27/08/2017,03/09/2017,Beer
3372,26/08/2017,02/09/2017,Beer
3376,27/08/2017,04/09/2017,Beer
3384,27/08/2017,03/09/2017,Beer
3396,01/09/2017,08/09/2017,Beer
3401,27/08/2017,03/09/2017,Beer
3402,28/08/2017,04/09/2017,Orange
3404,01/09/2017,08/09/2017,Orange
3406,27/08/2017,03/09/2017,Beer
3408,27/08/2017,03/09/2017,Orange
3409,26/08/2017,02/09/2017,Orange
3415,27/08/2017,03/09/2017,Orange
3418,29/08/2017,05/09/2017,Beer
3420,27/08/2017,03/09/2017,Beer
3426,01/09/2017,08/09/2017,Beer
3433,28/08/2017,04/09/2017,Orange
3435,28/08/2017,04/09/2017,Orange
3443,28/08/2017,03/09/2017,Beer
3447,27/08/2017,03/09/2017,Beer
3448,01/09/2017,08/09/2017,Beer
3454,27/08/2017,03/09/2017,Beer
3455,29/08/2017,05/09/2017,Orange
3459,27/08/2017,02/09/2017,Orange
3462,27/08/2017,03/09/2017,Beer
3463,27/08/2017,03/09/2017,Orange
3464,27/08/2017,03/09/2017,Beer
3471,27/08/2017,02/09/2017,Beer
3474,01/09/2017,08/09/2017,Orange
3485,26/08/2017,02/09/2017,Orange
3489,27/08/2017,03/09/2017,Beer
3490,01/09/2017,08/09/2017,Orange
3494,27/08/2017,03/09/2017,Beer
3495,26/08/2017,02/09/2017,Beer
3496,27/08/2017,03/09/2017,Beer
3500,01/09/2017,08/09/2017,Orange
3505,27/08/2017,03/09/2017,Beer
3506,29/08/2017,05/09/2017,Orange
3510,26/08/2017,02/09/2017,Beer
3512,01/09/2017,08/09/2017,Beer
3514,27/08/2017,03/09/2017,Beer
3518,27/08/2017,03/09/2017,Orange
3525,25/08/2017,01/09/2017,Beer
3529,27/08/2017,03/09/2017,Orange
3530,01/09/2017,08/09/2017,Beer
3535,29/08/2017,06/09/2017,Beer
3539,27/08/2017,03/09/2017,Beer
3542,27/08/2017,03/09/2017,Beer
3544,27/08/2017,03/09/2017,Beer
3545,25/08/2017,03/09/2017,Orange
3550,28/08/2017,04/09/2017,Beer
3551,01/09/2017,07/09/2017,Orange
3558,27/08/2017,03/09/2017,Beer
3560,25/08/2017,01/09/2017,Orange
3561,27/08/2017,03/09/2017,Orange
3569,27/08/2017,03/09/2017,Beer
3573,31/08/2017,06/09/2017,Beer
3579,28/08/2017,04/09/2017,Beer
3580,29/08/2017,05/09/2017,Beer
3581,01/09/2017,08/09/2017,Orange
3584,27/08/2017,01/09/2017,Beer
3585,27/08/2017,03/09/2017,Orange
3588,28/08/2017,03/09/2017,Orange
3589,01/09/2017,07/09/2017,Orange
3594,29/08/2017,05/09/2017,Beer
3595,29/08/2017,06/09/2017,Orange
3597,01/09/2017,08/09/2017,Beer
3598,01/09/2017,07/09/2017,Orange
3601,28/08/2017,04/09/2017,Beer
3606,28/08/2017,04/09/2017,Beer
3610,31/08/2017,01/09/2017,Orange
3614,01/09/2017,08/09/2017,Orange
3616,27/08/2017,02/09/2017,Beer
3618,26/08/2017,02/09/2017,Orange
3619,31/08/2017,07/09/2017,Orange
3620,01/09/2017,07/09/2017,Orange
3621,25/08/2017,01/09/2017,Beer
3622,27/08/2017,04/09/2017,Orange
3624,28/08/2017,04/09/2017,Beer
3625,29/08/2017,05/09/2017,Orange
3626,31/08/2017,06/09/2017,Orange
3629,01/09/2017,08/09/2017,Beer
3630,27/08/2017,03/09/2017,Beer
3633,28/08/2017,04/09/2017,Beer
3634,27/08/2017,03/09/2017,Beer
3636,28/08/2017,04/09/2017,Beer
3638,28/08/2017,03/09/2017,Beer
3640,27/08/2017,08/09/2017,Beer
3642,27/08/2017,03/09/2017,Beer
3645,26/08/2017,03/09/2017,Orange
3646,28/08/2017,04/09/2017,Beer
3649,27/08/2017,02/09/2017,Orange
3652,30/08/2017,06/09/2017,Beer
3657,27/08/2017,03/09/2017,Orange
3662,01/09/2017,08/09/2017,Beer
3663,31/08/2017,07/09/2017,Beer
3665,01/09/2017,07/09/2017,Beer
3670,27/08/2017,08/09/2017,Orange
3674,01/09/2017,08/09/2017,Beer
3676,27/08/2017,03/09/2017,Beer
3680,25/08/2017,01/09/2017,Orange
3682,28/08/2017,04/09/2017,Beer
3683,26/08/2017,02/09/2017,Orange
3684,27/08/2017,04/09/2017,Orange
3685,27/08/2017,03/09/2017,Beer
3687,31/08/2017,07/09/2017,Orange
3688,26/08/2017,01/09/2017,Orange
3689,29/08/2017,04/09/2017,Beer
3693,01/09/2017,08/09/2017,Beer
3694,27/08/2017,03/09/2017,Beer
3696,01/09/2017,08/09/2017,Beer
3701,28/08/2017,04/09/2017,Beer
3703,27/08/2017,03/09/2017,Beer
3710,27/08/2017,03/09/2017,Orange
3711,01/09/2017,08/09/2017,Beer
3713,25/08/2017,02/09/2017,Beer
3715,25/08/2017,01/09/2017,Beer
3716,27/08/2017,03/09/2017,Orange
3717,28/08/2017,04/09/2017,Orange
3723,26/08/2017,03/09/2017,Beer
3726,25/08/2017,01/09/2017,Orange
3730,01/09/2017,08/09/2017,Beer
3731,28/08/2017,04/09/2017,Orange
3738,27/08/2017,02/09/2017,Beer
3742,27/08/2017,04/09/2017,Beer
3744,27/08/2017,03/09/2017,Beer
3745,01/09/2017,07/09/2017,Beer
3748,25/08/2017,01/09/2017,Beer
3750,28/08/2017,03/09/2017,Beer
3753,30/08/2017,06/09/2017,Orange
3756,01/09/2017,08/09/2017,Beer
3760,01/09/2017,08/09/2017,Beer
3762,01/09/2017,07/09/2017,Beer
3763,27/08/2017,03/09/2017,Orange
3764,27/08/2017,02/09/2017,Orange
3769,28/08/2017,03/09/2017,Orange
3770,27/08/2017,03/09/2017,Orange
3771,26/08/2017,02/09/2017,Orange
3773,28/08/2017,04/09/2017,Beer
3774,28/08/2017,08/09/2017,Beer
3778,25/08/2017,06/09/2017,Beer
3781,31/08/2017,06/09/2017,Orange
3782,31/08/2017,08/09/2017,Orange
3784,30/08/2017,07/09/2017,Beer
3789,28/08/2017,04/09/2017,Orange
3790,31/08/2017,07/09/2017,Beer
3792,27/08/2017,05/09/2017,Beer
3793,28/08/2017,03/09/2017,Orange
3798,27/08/2017,03/09/2017,Beer
3802,27/08/2017,03/09/2017,Orange
3803,31/08/2017,08/09/2017,Orange
3812,27/08/2017,03/09/2017,Beer
3817,26/08/2017,02/09/2017,Beer
3821,27/08/2017,03/09/2017,Beer
3832,28/08/2017,03/09/2017,Beer
3834,28/08/2017,04/09/2017,Beer
3835,27/08/2017,08/09/2017,Orange
3836,27/08/2017,04/09/2017,Orange
3837,29/08/2017,05/09/2017,Orange
3838,28/08/2017,03/09/2017,Beer
3840,26/08/2017,01/09/2017,Beer
3841,25/08/2017,04/09/2017,Beer
3842,28/08/2017,05/09/2017,Beer
3844,27/08/2017,03/09/2017,Orange
3847,27/08/2017,03/09/2017,Beer
3852,27/08/2017,04/09/2017,Beer
3853,27/08/2017,03/09/2017,Beer
3854,01/09/2017,08/09/2017,Beer
3858,30/08/2017,05/09/2017,Beer
3860,26/08/2017,01/09/2017,Beer
3862,27/08/2017,03/09/2017,Orange
3864,27/08/2017,03/09/2017,Orange
3868,29/08/2017,05/09/2017,Beer
3869,27/08/2017,03/09/2017,Orange
3873,26/08/2017,02/09/2017,Orange
3874,29/08/2017,05/09/2017,Orange
3875,25/08/2017,01/09/2017,Orange
3877,28/08/2017,04/09/2017,Beer
3886,31/08/2017,07/09/2017,Orange
3890,26/08/2017,03/09/2017,Orange
3891,27/08/2017,03/09/2017,Beer
3892,27/08/2017,03/09/2017,Beer
3893,27/08/2017,03/09/2017,Beer
3894,27/08/2017,02/09/2017,Orange
3896,01/09/2017,08/09/2017,Beer
3902,29/08/2017,05/09/2017,Beer
3903,26/08/2017,02/09/2017,Orange
3904,27/08/2017,03/09/2017,Beer
3909,30/08/2017,06/09/2017,Beer
3915,26/08/2017,04/09/2017,Beer
3917,29/08/2017,05/09/2017,Orange
3918,27/08/2017,03/09/2017,Beer
3921,27/08/2017,03/09/2017,Orange
3922,27/08/2017,03/09/2017,Orange
3927,27/08/2017,03/09/2017,Beer
3928,27/08/2017,03/09/2017,Beer
3930,26/08/2017,01/09/2017,Beer
3932,25/08/2017,08/09/2017,Orange
3934,29/08/2017,05/09/2017,Beer
3941,27/08/2017,03/09/2017,Orange
3942,25/08/2017,08/09/2017,Orange
3943,27/08/2017,03/09/2017,Orange
3945,01/09/2017,08/09/2017,Orange
3947,31/08/2017,06/09/2017,Beer
3949,01/09/2017,08/09/2017,Orange
3950,29/08/2017,05/09/2017,Beer
3956,27/08/2017,03/09/2017,Orange
3958,28/08/2017,04/09/2017,Beer
3959,28/08/2017,04/09/2017,Beer
3962,27/08/2017,08/09/2017,Orange
3963,01/09/2017,07/09/2017,Orange
3967,26/08/2017,02/09/2017,Beer
3970,31/08/2017,07/09/2017,Beer
3971,27/08/2017,03/09/2017,Beer
3972,26/08/2017,02/09/2017,Beer
3973,25/08/2017,02/09/2017,Beer
3974,25/08/2017,01/09/2017,Orange
3975,31/08/2017,07/09/2017,Beer
3979,01/09/2017,08/09/2017,Beer
3986,28/08/2017,04/09/2017,Beer
3989,27/08/2017,03/09/2017,Beer
3990,29/08/2017,04/09/2017,Beer
3992,01/09/2017,08/09/2017,Beer
3993,28/08/2017,04/09/2017,Beer
3994,28/08/2017,04/09/2017,Orange
3997,27/08/2017,02/09/2017,Beer
3998,27/08/2017,03/09/2017,Beer
4000,26/08/2017,02/09/2017,Beer
4005,01/09/2017,08/09/2017,Beer
4015,25/08/2017,01/09/2017,Beer
4019,01/09/2017,08/09/2017,Beer
4021,26/08/2017,03/09/2017,Beer
4030,27/08/2017,04/09/2017,Orange
4035,01/09/2017,08/09/2017,Beer
4038,30/08/2017,06/09/2017,Orange
4050,30/08/2017,06/09/2017,Beer
4066,25/08/2017,02/09/2017,Orange
4070,01/09/2017,08/09/2017,Beer
4076,01/09/2017,08/09/2017,Beer
4083,01/09/2017,08/09/2017,Beer
4090,01/09/2017,08/09/2017,Beer
4094,27/08/2017,03/09/2017,Beer
4101,25/08/2017,01/09/2017,Beer
4102,30/08/2017,05/09/2017,Orange
4106,30/08/2017,06/09/2017,Orange
4114,25/08/2017,01/09/2017,Orange
4115,31/08/2017,07/09/2017,Beer
4121,01/09/2017,08/09/2017,Beer
4141,30/08/2017,06/09/2017,Beer
4144,01/09/2017,08/09/2017,Beer
4145,27/08/2017,03/09/2017,Orange
4150,01/09/2017,08/09/2017,Orange
4153,25/08/2017,01/09/2017,Orange
4158,25/08/2017,01/09/2017,Beer
4165,26/08/2017,02/09/2017,Orange
4192,01/09/2017,08/09/2017,Beer
4199,26/08/2017,02/09/2017,Beer
4207,01/09/2017,08/09/2017,Beer
4214,27/08/2017,02/09/2017,Beer
4221,28/08/2017,03/09/2017,Beer
4223,26/08/2017,02/09/2017,Beer
4225,26/08/2017,02/09/2017,Orange
4227,28/08/2017,04/09/2017,Beer
4232,25/08/2017,01/09/2017,Beer
4234,27/08/2017,03/09/2017,Orange
4237,27/08/2017,03/09/2017,Orange
4240,01/09/2017,08/09/2017,Beer
4241,28/08/2017,04/09/2017,Beer
4246,27/08/2017,03/09/2017,Beer
4249,27/08/2017,03/09/2017,Beer
4251,28/08/2017,04/09/2017,Orange
4252,27/08/2017,03/09/2017,Orange
4253,01/09/2017,08/09/2017,Beer
4254,01/09/2017,08/09/2017,Beer
4257,27/08/2017,02/09/2017,Orange
4258,27/08/2017,03/09/2017,Beer
4259,28/08/2017,04/09/2017,Orange
4260,27/08/2017,03/09/2017,Beer
4263,30/08/2017,06/09/2017,Orange
4264,27/08/2017,03/09/2017,Beer
4267,26/08/2017,02/09/2017,Beer
4270,28/08/2017,04/09/2017,Orange
4275,27/08/2017,03/09/2017,Orange
4279,27/08/2017,03/09/2017,Beer
4282,27/08/2017,02/09/2017,Beer
4283,28/08/2017,04/09/2017,Beer
4286,27/08/2017,03/09/2017,Beer
4288,27/08/2017,03/09/2017,Beer
4295,31/08/2017,07/09/2017,Beer
4296,27/08/2017,03/09/2017,Orange
4297,28/08/2017,04/09/2017,Orange
4299,28/08/2017,04/09/2017,Beer
4301,25/08/2017,01/09/2017,Orange
4302,26/08/2017,02/09/2017,Orange
4303,28/08/2017,04/09/2017,Beer
4306,26/08/2017,02/09/2017,Beer
4308,27/08/2017,03/09/2017,Beer
4309,27/08/2017,03/09/2017,Orange
4310,27/08/2017,02/09/2017,Beer
4311,27/08/2017,03/09/2017,Orange
4314,25/08/2017,02/09/2017,Beer
4316,27/08/2017,06/09/2017,Orange
4321,26/08/2017,02/09/2017,Orange
4324,27/08/2017,03/09/2017,Orange
4325,01/09/2017,08/09/2017,Beer
4328,01/09/2017,08/09/2017,Orange
4331,28/08/2017,04/09/2017,Beer
4332,01/09/2017,08/09/2017,Beer
4334,27/08/2017,02/09/2017,Beer
4341,29/08/2017,05/09/2017,Beer
4343,28/08/2017,04/09/2017,Beer
4351,,,
4360,30/08/2017,06/09/2017,Orange
4364,25/08/2017,01/09/2017,Beer
4371,27/08/2017,03/09/2017,Orange
4374,30/08/2017,06/09/2017,Beer
4376,30/08/2017,06/09/2017,Orange
4384,30/08/2017,06/09/2017,Beer
4387,01/09/2017,08/09/2017,Orange
4393,29/08/2017,05/09/2017,Beer
4397,01/09/2017,08/09/2017,Orange
4418,27/08/2017,03/09/2017,Orange
4419,30/08/2017,05/09/2017,Beer
4420,31/08/2017,08/09/2017,Orange
4430,27/08/2017,03/09/2017,Orange
4439,28/08/2017,04/09/2017,Orange
4444,26/08/2017,02/09/2017,Beer
4445,28/08/2017,04/09/2017,Beer
4456,27/08/2017,03/09/2017,Orange
4458,01/09/2017,08/09/2017,Orange
4464,27/08/2017,03/09/2017,Beer
4466,01/09/2017,08/09/2017,Orange
4469,25/08/2017,02/09/2017,Beer
4472,27/08/2017,01/09/2017,Beer
4473,01/09/2017,08/09/2017,Beer
4492,28/08/2017,04/09/2017,Orange
4494,25/08/2017,01/09/2017,Orange
4495,,,
4498,31/08/2017,07/09/2017,Beer
4505,27/08/2017,02/09/2017,Beer
4510,25/08/2017,01/09/2017,Orange
4521,31/08/2017,08/09/2017,Orange
4522,27/08/2017,02/09/2017,Beer
4525,26/08/2017,02/09/2017,Orange
4526,31/08/2017,07/09/2017,Orange
4530,01/09/2017,08/09/2017,Beer
4531,26/08/2017,03/09/2017,Beer
4533,01/09/2017,08/09/2017,Orange
4540,26/08/2017,02/09/2017,Orange
4541,01/09/2017,08/09/2017,Beer
4542,25/08/2017,01/09/2017,Beer
4546,27/08/2017,03/09/2017,Beer
4565,27/08/2017,03/09/2017,Beer
4576,01/09/2017,07/09/2017,Beer
4578,01/09/2017,08/09/2017,Beer
4582,,,
4588,27/08/2017,03/09/2017,Beer
4595,30/08/2017,06/09/2017,Beer
4597,31/08/2017,07/09/2017,Beer
4608,01/09/2017,08/09/2017,Orange
4612,27/08/2017,03/09/2017,Orange
4619,31/08/2017,07/09/2017,Beer
4626,27/08/2017,03/09/2017,Beer
4627,26/08/2017,02/09/2017,Orange
4631,27/08/2017,03/09/2017,Beer
4633,26/08/2017,02/09/2017,Orange
4637,27/08/2017,03/09/2017,Beer
4655,27/08/2017,02/09/2017,Beer
4656,26/08/2017,02/09/2017,Beer
4660,29/08/2017,05/09/2017,Beer
4664,28/08/2017,04/09/2017,Orange
4665,27/08/2017,03/09/2017,Beer
4669,27/08/2017,03/09/2017,Orange
4677,27/08/2017,03/09/2017,Orange
4678,31/08/2017,07/09/2017,Orange
4681,26/08/2017,03/09/2017,Orange
4682,27/08/2017,07/09/2017,Beer
4683,27/08/2017,03/09/2017,Beer
4693,27/08/2017,03/09/2017,Orange
4695,28/08/2017,04/09/2017,Beer
4701,29/08/2017,05/09/2017,Orange
4707,01/09/2017,08/09/2017,Orange
4716,31/08/2017,07/09/2017,Orange
4720,01/09/2017,08/09/2017,Beer
4725,27/08/2017,04/09/2017,Beer
4726,27/08/2017,03/09/2017,Orange
4727,27/08/2017,03/09/2017,Orange
4731,01/09/2017,08/09/2017,Beer
4741,30/08/2017,06/09/2017,Orange
4746,28/08/2017,04/09/2017,Beer
4747,01/09/2017,08/09/2017,Orange
4753,27/08/2017,03/09/2017,Beer
4756,31/08/2017,07/09/2017,Beer
4758,01/09/2017,08/09/2017,Beer
4761,30/08/2017,06/09/2017,Orange
4763,26/08/2017,02/09/2017,Beer
4769,01/09/2017,08/09/2017,Orange
4773,28/08/2017,04/09/2017,Beer
4776,31/08/2017,07/09/2017,Beer
4779,27/08/2017,03/09/2017,Beer
4784,27/08/2017,03/09/2017,Orange
4790,27/08/2017,03/09/2017,Orange
4794,26/08/2017,02/09/2017,Beer
4799,27/08/2017,03/09/2017,Orange
4801,30/08/2017,06/09/2017,Beer
4810,27/08/2017,02/09/2017,Orange
4816,31/08/2017,07/09/2017,Beer
4819,27/08/2017,03/09/2017,Orange
4827,01/09/2017,08/09/2017,Orange
4834,28/08/2017,03/09/2017,Orange
4839,27/08/2017,03/09/2017,Beer
4842,27/08/2017,03/09/2017,Beer
4843,27/08/2017,03/09/2017,Orange
4846,27/08/2017,03/09/2017,Beer
4856,31/08/2017,07/09/2017,Beer
4870,27/08/2017,03/09/2017,Beer
4871,25/08/2017,01/09/2017,Orange
4875,30/08/2017,05/09/2017,Beer
4883,30/08/2017,05/09/2017,Beer
4890,27/08/2017,03/09/2017,Orange
4892,28/08/2017,08/09/2017,Orange
4893,27/08/2017,03/09/2017,Orange
4896,26/08/2017,02/09/2017,Beer
4904,01/09/2017,08/09/2017,Orange
4907,29/08/2017,05/09/2017,Beer
4909,01/09/2017,08/09/2017,Orange
4910,25/08/2017,08/09/2017,Beer
4917,25/08/2017,01/09/2017,Orange
4918,25/08/2017,02/09/2017,Beer
4920,27/08/2017,03/09/2017,Beer
4925,01/09/2017,08/09/2017,Beer
